function_name	file	parameters	line_number
ModifierSynergizeSpawnEntityFromDeck.createContextObject	app/sdk/modifiers/modifierSynergizeSpawnEntityFromDeck.coffee	cardDataOrIndexToSpawn, options	22
ModifierSynergizeSpawnEntityFromDeck#onAfterCleanupAction	app/sdk/modifiers/modifierSynergizeSpawnEntityFromDeck.coffee	e	27
ModifierSynergizeSpawnEntityFromDeck#onSynergize	app/sdk/modifiers/modifierSynergizeSpawnEntityFromDeck.coffee	action	36
ModifierSynergizeSpawnVanarToken#onSynergize	app/sdk/modifiers/modifierSynergizeSpawnVanarToken.coffee	action	21
ModifierSynergizeSummonMinionNearGeneral.createContextObject	app/sdk/modifiers/modifierSynergizeSummonMinionNearGeneral.coffee	cardDataOrIndexToSpawn, spawnCount=1, options	16
ModifierSynergizeSummonMinionNearGeneral#onSynergize	app/sdk/modifiers/modifierSynergizeSummonMinionNearGeneral.coffee	action	22
ModifierSynergizeSummonMinionNearby.createContextObject	app/sdk/modifiers/modifierSynergizeSummonMinionNearby.coffee	cardDataOrIndexToSpawn, spawnCount=1, options	14
ModifierSynergizeSummonMinionNearby#onSynergize	app/sdk/modifiers/modifierSynergizeSummonMinionNearby.coffee	action	20
ModifierSynergizeTeleportRandomEnemy#onSynergize	app/sdk/modifiers/modifierSynergizeTeleportRandomEnemy.coffee	action	17
ModifierTakeDamageWatch#onAction	app/sdk/modifiers/modifierTakeDamageWatch.coffee	actionEvent	20
ModifierTakeDamageWatch#willDealDamage	app/sdk/modifiers/modifierTakeDamageWatch.coffee	action	28
ModifierTakeDamageWatch#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatch.coffee	action	35
ModifierTakeDamageWatchDamageAllEnemies.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchDamageAllEnemies.coffee	damageAmount, options	16
ModifierTakeDamageWatchDamageAllEnemies.getDescription	app/sdk/modifiers/modifierTakeDamageWatchDamageAllEnemies.coffee	modifierContextObject	21
ModifierTakeDamageWatchDamageAllEnemies#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDamageAllEnemies.coffee	action	27
ModifierTakeDamageWatchDamageAttacker.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchDamageAttacker.coffee	damageAmount, options	16
ModifierTakeDamageWatchDamageAttacker.getDescription	app/sdk/modifiers/modifierTakeDamageWatchDamageAttacker.coffee	modifierContextObject	21
ModifierTakeDamageWatchDamageAttacker#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDamageAttacker.coffee	action	27
ModifierTakeDamageWatchDamageEnemy.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchDamageEnemy.coffee	damageAmount, options	13
ModifierTakeDamageWatchDamageEnemy#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDamageEnemy.coffee	action	18
ModifierTakeDamageWatchDamageEnemyGeneralForSame#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDamageEnemyGeneralForSame.coffee	action	15
ModifierTakeDamageWatchDamageNearbyEnemiesForSame#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDamageNearbyEnemiesForSame.coffee	action	15
ModifierTakeDamageWatchDestroy#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDestroy.coffee	action	15
ModifierTakeDamageWatchDispel#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchDispel.coffee	action	15
ModifierTakeDamageWatchHealMyGeneral.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchHealMyGeneral.coffee	healAmount, options	16
ModifierTakeDamageWatchHealMyGeneral.getDescription	app/sdk/modifiers/modifierTakeDamageWatchHealMyGeneral.coffee	modifierContextObject	21
ModifierTakeDamageWatchHealMyGeneral#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchHealMyGeneral.coffee	action	27
ModifierTakeDamageWatchJuggernaut#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchJuggernaut.coffee	action	20
ModifierTakeDamageWatchOpponentDrawCard.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchOpponentDrawCard.coffee	options	11
ModifierTakeDamageWatchOpponentDrawCard#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchOpponentDrawCard.coffee	action	16
ModifierTakeDamageWatchPutCardInHand.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchPutCardInHand.coffee	cardDataOrIndexToPutInHand, options	11
ModifierTakeDamageWatchPutCardInHand#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchPutCardInHand.coffee	action	16
ModifierTakeDamageWatchRandomTeleport#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchRandomTeleport.coffee	action	14
ModifierTakeDamageWatchSpawnEntity.createContextObject	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription = "", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=true,options	18
ModifierTakeDamageWatchSpawnEntity.getDescription	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee	modifierContextObject	27
ModifierTakeDamageWatchSpawnEntity#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee	action	33
ModifierTakeDamageWatchSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee		48
ModifierTakeDamageWatchSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee	action	51
ModifierTakeDamageWatchSpawnRandomBattlePet#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomBattlePet.coffee		12
ModifierTakeDamageWatchSpawnRandomHaunt#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomHaunt.coffee		17
ModifierTakeDamageWatchSpawnRandomToken#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomToken.coffee		27
ModifierTakeDamageWatchSpawnShadowCreep#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchSpawnShadowCreep.coffee	action	15
ModifierTakeDamageWatchSpawnWraithlings#onDamageTaken	app/sdk/modifiers/modifierTakeDamageWatchSpawnWraithlings.coffee	action	19
ModifierTakesDoubleDamage#onEvent	app/sdk/modifiers/modifierTakesDoubleDamage.coffee	event	23
ModifierTakesDoubleDamage#getIsActionRelevant	app/sdk/modifiers/modifierTakesDoubleDamage.coffee	a	30
ModifierTakesDoubleDamage#_modifyAction	app/sdk/modifiers/modifierTakesDoubleDamage.coffee	a	33
ModifierTakesDoubleDamage#onModifyActionForExecution	app/sdk/modifiers/modifierTakesDoubleDamage.coffee	actionEvent	37
ModifierTakesDoubleDamage#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierTakesDoubleDamage.coffee	actionEvent	43
ModifierToggleStructure#onDeactivate	app/sdk/modifiers/modifierToggleStructure.coffee		14
ModifierToggleStructure#onActivate	app/sdk/modifiers/modifierToggleStructure.coffee		22
ModifierTransformed.createContextObject	app/sdk/modifiers/modifierTransformed.coffee	exhausted, movesMade, attacksMade, options	24
ModifierTransformed#onApplyToCard	app/sdk/modifiers/modifierTransformed.coffee	card	31
ModifierUnseven#onDyingWish	app/sdk/modifiers/modifierUnseven.coffee	action	15
ModifierWall#onActivate	app/sdk/modifiers/modifierWall.coffee		21
ModifierWall#onRemoveFromCard	app/sdk/modifiers/modifierWall.coffee		34
ModifierWall#allowMove	app/sdk/modifiers/modifierWall.coffee		47
ModifierWhenAttackedDestroyThis#onAfterAction	app/sdk/modifiers/modifierWhenAttackedDestroyThis.coffee	event	10
ModifierWildTahr#onEnemyAttackWatch	app/sdk/modifiers/modifierWildTahr.coffee	action	13
ModifierWraithlingFury#getPrivateDefaults	app/sdk/modifiers/modifierWraithlingFury.coffee	gameSession	12
ModifierWraithlingFury.createContextObject	app/sdk/modifiers/modifierWraithlingFury.coffee	attackBuff=4, maxHPBuff=4,options	28
_NetworkManager#constructor	app/sdk/networkManager.coffee		34
_NetworkManager#getEventBus	app/sdk/networkManager.coffee		39
_NetworkManager#connect	app/sdk/networkManager.coffee	gameType, gameId, playerId, gameServerAddress, spectatorId=null, spectateToken=null	44
_NetworkManager#joinGameRoom	app/sdk/networkManager.coffee		217
_NetworkManager#joinGameSpectatorRoom	app/sdk/networkManager.coffee		227
_NetworkManager#reconnect	app/sdk/networkManager.coffee	newServerAddress	240
_NetworkManager#disconnect	app/sdk/networkManager.coffee		248
_NetworkManager#broadcastGameEvent	app/sdk/networkManager.coffee	eventData	258
SDKObject#constructor	app/sdk/object.coffee	gameSession	5
SDKObject#getPrivateDefaults	app/sdk/object.coffee	gameSession	15
SDKObject#setGameSession	app/sdk/object.coffee	val	20
SDKObject#getGameSession	app/sdk/object.coffee		23
PlayModeFactory.playModeForIdentifier	app/sdk/playModes/playModeFactory.coffee	identifier	11
PlayModeFactory.getAllVisiblePlayModes	app/sdk/playModes/playModeFactory.coffee		20
PlayModeFactory.getAllEnabledPlayModes	app/sdk/playModes/playModeFactory.coffee		30
PlayModeFactory._initCache	app/sdk/playModes/playModeFactory.coffee		40
Player#constructor	app/sdk/player.coffee	gameSession,playerId,username	50
Player#getPrivateDefaults	app/sdk/player.coffee	gameSession	75
Player#flushAllCachedData	app/sdk/player.coffee		88
Player#flushAllCachedCards	app/sdk/player.coffee		95
Player#onEvent	app/sdk/player.coffee	event	104
Player#getEventReceivingCards	app/sdk/player.coffee		122
Player#flushCachedEventReceivingCards	app/sdk/player.coffee		140
Player#addEventReceivingCardOnBoard	app/sdk/player.coffee	card	143
Player#removeEventReceivingCardOnBoard	app/sdk/player.coffee	card	149
Player#moveEventReceivingCardToFront	app/sdk/player.coffee	card	155
Player#getEventReceivingCardsOnBoard	app/sdk/player.coffee		161
Player#getLogName	app/sdk/player.coffee		168
Player#setUsername	app/sdk/player.coffee	val	171
Player#getUsername	app/sdk/player.coffee		174
Player#setPlayerId	app/sdk/player.coffee	val	177
Player#getPlayerId	app/sdk/player.coffee		181
Player#setDeck	app/sdk/player.coffee	val	184
Player#getDeck	app/sdk/player.coffee		188
Player#setLastActionTakenAt	app/sdk/player.coffee	val	191
Player#getLastActionTakenAt	app/sdk/player.coffee		194
Player#setIsCurrentPlayer	app/sdk/player.coffee	isCurrentPlayer	197
Player#getIsCurrentPlayer	app/sdk/player.coffee		200
Player#setIsRanked	app/sdk/player.coffee	val	203
Player#getIsRanked	app/sdk/player.coffee		206
Player#setRank	app/sdk/player.coffee	val	209
Player#setIsWinner	app/sdk/player.coffee	val	212
Player#getIsWinner	app/sdk/player.coffee		215
Player#setHasStartingHand	app/sdk/player.coffee	hasStartingHand	218
Player#getHasStartingHand	app/sdk/player.coffee		221
Player#ownsCard	app/sdk/player.coffee	card	224
Player#getStartingMana	app/sdk/player.coffee		227
Player#setStartingMana	app/sdk/player.coffee	val	230
Player#getRemainingMana	app/sdk/player.coffee		233
Player#getBaseRemainingMana	app/sdk/player.coffee		240
Player#getLastRemainingMana	app/sdk/player.coffee		243
Player#getMaximumMana	app/sdk/player.coffee		246
Player#getBaseMaximumMana	app/sdk/player.coffee		257
Player#getLastMaximumMana	app/sdk/player.coffee		260
Player#getPlayerModifiers	app/sdk/player.coffee		263
Player#getActivePlayerModifiers	app/sdk/player.coffee		273
Player#getPlayerModifiersByType	app/sdk/player.coffee	type	283
Player#getActivePlayerModifiersByType	app/sdk/player.coffee	type	289
Player#getPlayerModifiersByClass	app/sdk/player.coffee	cls	295
Player#getActivePlayerModifiersByClass	app/sdk/player.coffee	cls	301
Player#getSignatureCardData	app/sdk/player.coffee		315
Player#getReferenceSignatureCard	app/sdk/player.coffee		324
Player#getIsSignatureCardActive	app/sdk/player.coffee		331
Player#setIsSignatureCardActive	app/sdk/player.coffee	isActive	334
Player#flushCachedReferenceSignatureCard	app/sdk/player.coffee		340
Player#addSignatureCard	app/sdk/player.coffee	card	347
Player#removeSignatureCard	app/sdk/player.coffee	card	367
Player#getSignatureCardIndices	app/sdk/player.coffee		383
Player#getSignatureCards	app/sdk/player.coffee		390
Player#getCurrentSignatureCardIndex	app/sdk/player.coffee		397
Player#getCurrentSignatureCard	app/sdk/player.coffee		404
Player#getIsSignatureCardAlwaysReady	app/sdk/player.coffee		411
Player#actionDrawStartingHand	app/sdk/player.coffee	mulliganIndices	418
Player#actionPlayCardFromHand	app/sdk/player.coffee	indexOfCardInHand,tileX,tileY	422
Player#actionPlaySignatureCard	app/sdk/player.coffee	tileX,tileY	426
Player#actionPlayFollowup	app/sdk/player.coffee	followupCard, tileX, tileY	432
Player#actionEndFollowup	app/sdk/player.coffee		438
Player#actionReplaceCardFromHand	app/sdk/player.coffee	indexOfCardInHand	442
Player#actionGenerateSignatureCard	app/sdk/player.coffee		446
Player#actionActivateSignatureCard	app/sdk/player.coffee		452
Player#actionResign	app/sdk/player.coffee		458
Player#syncState	app/sdk/player.coffee		473
Player#getActionStateRecord	app/sdk/player.coffee		476
Player#startActionStateRecord	app/sdk/player.coffee		482
Player#terminateActionStateRecord	app/sdk/player.coffee		492
Player#propertiesForActionStateRecord	app/sdk/player.coffee		495
Player#numCards	app/sdk/player.coffee	(	499
Player#numCardsInHand	app/sdk/player.coffee	(	500
Player#remainingMana	app/sdk/player.coffee	(	501
Player#maximumMana	app/sdk/player.coffee	(	502
Player#_onTerminate	app/sdk/player.coffee		509
Player#_onEndTurn	app/sdk/player.coffee		513
Player#deserialize	app/sdk/player.coffee	data	522
Player#postDeserialize	app/sdk/player.coffee		530
PlayerModifierAncestralPact.createContextObject	app/sdk/playerModifiers/playerModifierAncestralPact.coffee	duration=1, options	11
PlayerModifierAncestralPact#onAction	app/sdk/playerModifiers/playerModifierAncestralPact.coffee	e	16
PlayerModifierBattlePetManager#getPrivateDefaults	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee	gameSession	15
PlayerModifierBattlePetManager#onEvent	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee	event	22
PlayerModifierBattlePetManager#startBattlePetActions	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee		43
PlayerModifierBattlePetManager#executeNextBattlePetAction	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee		69
PlayerModifierBattlePetManager#generateNextBattlePetActions	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee		83
PlayerModifierBattlePetManager#triggerBattlePet	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee	battlePet	97
PlayerModifierCardDrawModifier.createContextObject	app/sdk/playerModifiers/playerModifierCardDrawModifier.coffee	cardDrawChange, duration=0, options	9
PlayerModifierCardDrawModifier#getCardDrawChange	app/sdk/playerModifiers/playerModifierCardDrawModifier.coffee		15
PlayerModifierChangeSignatureCard.createContextObject	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee	cardDataOrIndex, options	8
PlayerModifierChangeSignatureCard#getSignatureCardData	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee		13
PlayerModifierChangeSignatureCard#onActivate	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee		16
PlayerModifierChangeSignatureCard#onDeactivate	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee		21
PlayerModifierDamageNextUnitPlayedFromHand.createContextObject	app/sdk/playerModifiers/playerModifierDamageNextUnitPlayedFromHand.coffee	damageAmount, duration=0, options	11
PlayerModifierDamageNextUnitPlayedFromHand#onAction	app/sdk/playerModifiers/playerModifierDamageNextUnitPlayedFromHand.coffee	e	17
PlayerModifierEmblemEndTurnWatch.createContextObject	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee	activeOnMyTurn=true, activeOnEnemyTurn=false, options	19
PlayerModifierEmblemEndTurnWatch#onActivate	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee		25
PlayerModifierEmblemEndTurnWatch#onEndTurn	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee	e	39
PlayerModifierEmblemEndTurnWatch#onTurnWatch	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee	action	44
PlayerModifierEmblemEndTurnWatchLyonarSmallMinionQuest.createContextObject	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatchLyonarSmallMinionQuest.coffee	options	18
PlayerModifierEmblemEndTurnWatchLyonarSmallMinionQuest#onTurnWatch	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatchLyonarSmallMinionQuest.coffee	action	22
PlayerModifierEmblemGainMinionOrLoseControlWatch#onAction	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	e	14
PlayerModifierEmblemGainMinionOrLoseControlWatch#getIsActionRelevantForGainMinion	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	action	24
PlayerModifierEmblemGainMinionOrLoseControlWatch#getIsActionRelevantForLoseControl	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	action	33
PlayerModifierEmblemGainMinionOrLoseControlWatch#onLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	action	42
PlayerModifierEmblemGainMinionOrLoseControlWatch#onGainMinionWatch	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	action	45
PlayerModifierEmblemSituationalVetQuestCelerity.createContextObject	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee	numArtifactsRequired, options	18
PlayerModifierEmblemSituationalVetQuestCelerity#getPrivateDefaults	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee	gameSession	23
PlayerModifierEmblemSituationalVetQuestCelerity#onApplyToCardBeforeSyncState	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee		31
PlayerModifierEmblemSituationalVetQuestCelerity#updateCachedStateAfterActive	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee		39
PlayerModifierEmblemSituationalVetQuestCelerity#getAreSubModifiersActiveForCache	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee		47
PlayerModifierEmblemSituationalVetQuestCelerity#getIsAura	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee		50
PlayerModifierEmblemSituationalVetQuestCelerity#getIsSituationActiveForCache	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee		54
PlayerModifierEmblemSituationalVetQuestFlying.createContextObject	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee	numArtifactsRequired, options	18
PlayerModifierEmblemSituationalVetQuestFlying#getPrivateDefaults	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee	gameSession	23
PlayerModifierEmblemSituationalVetQuestFlying#onApplyToCardBeforeSyncState	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee		31
PlayerModifierEmblemSituationalVetQuestFlying#updateCachedStateAfterActive	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee		39
