class_name	parent_class	file	methods
SpellFollowupTeleportInFrontOfAnyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportInFrontOfAnyGeneral.coffee	getFollowupSourcePattern
SpellFollowupTeleportMyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportMyGeneral.coffee	getFollowupSourcePattern;getTeleportSourcePosition
SpellFollowupTeleportMyGeneralBehindEnemy	SpellFollowupTeleportMyGeneral	app/sdk/spells/spellFollowupTeleportMyGeneralBehindEnemy.coffee	getFollowupSourcePattern;getTeleportSourcePosition
SpellFollowupTeleportNearMyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportNearMyGeneral.coffee	_postFilterPlayPositions
SpellFollowupTeleportToFriendlyCreep	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportToFriendlyCreep.coffee	_postFilterPlayPositions
SpellFollowupTeleportToMe	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportToMe.coffee	getTeleportSourcePosition;getTeleportTargetPosition;_postFilterPlayPositions;followupConditionCanTeleportToMe
SpellForgeArtifact	Spell	app/sdk/spells/spellForgeArtifact.coffee	onApplyEffectToBoardTile
SpellFortifiedAssault	SpellDamage	app/sdk/spells/spellFortifiedAssault.coffee	onApplyEffectToBoardTile
SpellFountainOfYouth	Spell	app/sdk/spells/spellFountainOfYouth.coffee	onApplyEffectToBoardTile
SpellFriendlyJux	Spell	app/sdk/spells/spellFriendlyJux.coffee	onApplyEffectToBoardTile
SpellFrostburn	SpellDamage	app/sdk/spells/spellFrostburn.coffee	_postFilterApplyPositions
SpellFuriousLings	SpellShadowspawn	app/sdk/spells/spellFuriousLings.coffee	getCardDataOrIndexToSpawn;onApplyOneEffectToBoard
SpellGodMulligan	Spell	app/sdk/spells/spellGodMulligan.coffee	onApplyOneEffectToBoard
SpellGotatsu	SpellDamage	app/sdk/spells/spellGotatsu.coffee	onApplyEffectToBoardTile
SpellHatchAnEgg	Spell	app/sdk/spells/spellHatchAnEgg.coffee	onApplyEffectToBoardTile;_postFilterPlayPositions
SpellHeal	Spell	app/sdk/spells/spellHeal.coffee	onApplyEffectToBoardTile
SpellHealGeneralForEachFriendlyMinion	SpellHealYourGeneral	app/sdk/spells/spellHealGeneralForEachFriendlyMinion.coffee	onApplyEffectToBoardTile
SpellHealToFull	Spell	app/sdk/spells/spellHealToFull.coffee	onApplyEffectToBoardTile
SpellHealYourGeneral	SpellHeal	app/sdk/spells/spellHealYourGeneral.coffee	_findApplyEffectPositions
SpellHeavensEclipse	Spell	app/sdk/spells/spellHeavensEclipse.coffee	onApplyEffectToBoardTile
SpellHolyImmolation	Spell	app/sdk/spells/spellHolyImmolation.coffee	onApplyEffectToBoardTile
SpellHomeostaticRebuke	Spell	app/sdk/spells/spellHomeostaticRebuke.coffee	onApplyEffectToBoardTile
SpellIllusoryIce	Spell	app/sdk/spells/spellIllusoryIce.coffee	onApplyEffectToBoardTile
SpellInfiniteHowlers	SpellSpawnEntity	app/sdk/spells/spellInfiniteHowlers.coffee	onApplyToBoard
SpellInklingSurge	SpellSpawnEntity	app/sdk/spells/spellInklingSurge.coffee	onApplyToBoard
SpellInnerFocus	SpellRefreshExhaustion	app/sdk/spells/spellInnerFocus.coffee	_postFilterPlayPositions
SpellIntensify	Spell	app/sdk/spells/spellIntensify.coffee	getIsActionRelevant;getIntensifyAmount
SpellIntensifyDealDamage	SpellIntensify	app/sdk/spells/spellIntensifyDealDamage.coffee	onApplyEffectToBoardTile
SpellIntensifyHealMyGeneral	SpellIntensify	app/sdk/spells/spellIntensifyHealMyGeneral.coffee	_findApplyEffectPositions;onApplyOneEffectToBoard
SpellIntensifyIncreasingDominance	SpellIntensify	app/sdk/spells/spellIntensifyIncreasingDominance.coffee	onApplyOneEffectToBoard
SpellIntensifyShadowBlossom	SpellIntensify	app/sdk/spells/spellIntensifyShadowBlossom.coffee	onApplyOneEffectToBoard
SpellIntensifySpawnEntitiesNearGeneral	SpellIntensify	app/sdk/spells/spellIntensifySpawnEntitiesNearGeneral.coffee	onApplyOneEffectToBoard
SpellIntensifyTeleportOwnSide	SpellIntensify	app/sdk/spells/spellIntensifyTeleportOwnSide.coffee	onApplyOneEffectToBoard;isOnMySideOfBattlefield
SpellJoseki	Spell	app/sdk/spells/spellJoseki.coffee	onApplyEffectToBoardTile
SpellJuxtaposition	Spell	app/sdk/spells/spellJuxtaposition.coffee	_postFilterPlayPositions
SpellKillDamagedMinion	SpellKillTarget	app/sdk/spells/spellKillDamagedMinion.coffee	_postFilterPlayPositions
SpellKillEnemyOnFriendlyCreep	SpellKillTarget	app/sdk/spells/spellKillEnemyOnFriendlyCreep.coffee	_postFilterPlayPositions
SpellKillRandomTarget	Spell	app/sdk/spells/spellKillRandomTarget.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellKillTarget	Spell	app/sdk/spells/spellKillTarget.coffee	onApplyEffectToBoardTile
SpellKillTargetSpawnEntity	SpellKillTarget	app/sdk/spells/spellKillTargetSpawnEntity.coffee	onApplyEffectToBoardTile
SpellKillTargetWithModifierRanged	SpellKillTarget	app/sdk/spells/spellKillTargetWithModifierRanged.coffee	_postFilterPlayPositions
SpellKillTargetWithModifierStunned	SpellKillTarget	app/sdk/spells/spellKillTargetWithModifierStunned.coffee	_postFilterPlayPositions
SpellKillingEdge	SpellApplyModifiers	app/sdk/spells/spellKillingEdge.coffee	onApplyEffectToBoardTile
SpellKineticSurge	SpellApplyPlayerModifiers	app/sdk/spells/spellKineticSurge.coffee	onApplyEffectToBoardTile
SpellKneel	Spell	app/sdk/spells/spellKneel.coffee	onApplyEffectToBoardTile;getTeleportTargetPosition;_postFilterPlayPositions
SpellKoanOfHorns	Spell	app/sdk/spells/spellKoanOfHorns.coffee	onApplyOneEffectToBoard
SpellLaceratingFrost	Spell	app/sdk/spells/spellLaceratingFrost.coffee	onApplyEffectToBoardTile;_postFilterPlayPositions
SpellLavaLance	SpellDamage	app/sdk/spells/spellLavaLance.coffee	onApplyEffectToBoardTile
SpellLavastorm	SpellKillTarget	app/sdk/spells/spellLavastorm.coffee	_findApplyEffectPositions
SpellLifeDrain	SpellKillTarget	app/sdk/spells/spellLifeDrain.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellLifeSurge	SpellDamage	app/sdk/spells/spellLifeSurge.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellLightningBlitz	SpellApplyModifiers	app/sdk/spells/spellLightningBlitz.coffee	onApplyEffectToBoardTile
SpellLostInTheDesert	Spell	app/sdk/spells/spellLostInTheDesert.coffee	_findApplyEffectPositions;onApplyEffectToBoardTile
SpellLucentBeam	SpellDamage	app/sdk/spells/spellLucentBeam.coffee	onApplyEffectToBoardTile;getAllActionsFromParentAction;getWasAnythingHealed
SpellLurkingFear	Spell	app/sdk/spells/spellLurkingFear.coffee	onApplyOneEffectToBoard
SpellMarchOfTheBrontos	Spell	app/sdk/spells/spellMarchOfTheBrontos.coffee	onApplyEffectToBoardTile;_postFilterApplyPositions
SpellMartyrdom	SpellKillTarget	app/sdk/spells/spellMartyrdom.coffee	onApplyEffectToBoardTile
SpellMassMojo	Spell	app/sdk/spells/spellMassMojo.coffee	onApplyEffectToBoardTile
SpellMetalworking	Spell	app/sdk/spells/spellMetalworking.coffee	_findApplyEffectPositions;onApplyEffectToBoardTile
SpellMightOfVespyr	SpellApplyModifiers	app/sdk/spells/spellMightOfVespyr.coffee	onApplyEffectToBoardTile
SpellMindControlByAttackValue	SpellEnslave	app/sdk/spells/spellMindControlByAttackValue.coffee	_postFilterPlayPositions
SpellMindSteal	SpellSpawnEntity	app/sdk/spells/spellMindSteal.coffee	getPrivateDefaults;onApplyEffectToBoardTile
SpellMirage	SpellApplyEntityToBoard	app/sdk/spells/spellMirage.coffee	onApplyEffectToBoardTile;getSpawnAction
SpellMirrorMeld	SpellApplyEntityToBoard	app/sdk/spells/spellMirrorMeld.coffee	onApplyEffectToBoardTile;getSpawnAction;_postFilterPlayPositions
SpellMistWalking	Spell	app/sdk/spells/spellMistWalking.coffee	onApplyEffectToBoardTile;_filterPlayPositions
SpellMoldingEarth	SpellSpawnEntity	app/sdk/spells/spellMoldingEarth.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions;_postFilterPlayPositions
SpellMoltenRebirth	SpellSpawnEntity	app/sdk/spells/spellMoltenRebirth.coffee	onApplyEffectToBoardTile
SpellNaturalSelection	SpellKillTarget	app/sdk/spells/spellNaturalSelection.coffee	_postFilterPlayPositions
SpellNaturesConfluence	SpellSpawnEntity	app/sdk/spells/spellNaturesConfluence.coffee	onApplyEffectToBoardTile
SpellNetherSummoning	SpellSpawnEntity	app/sdk/spells/spellNetherSummoning.coffee	getPrivateDefaults;onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets;getDeadUnits;_postFilterPlayPositions
SpellNeurolink	Spell	app/sdk/spells/spellNeurolink.coffee	onApplyOneEffectToBoard
SpellNoshRakSpell	Spell	app/sdk/spells/spellNoshRakSpell.coffee	onApplyEffectToBoardTile
SpellOnceMoreWithProvoke	SpellSpawnEntity	app/sdk/spells/spellOnceMoreWithProvoke.coffee	getPrivateDefaults;onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets;getDeadUnits;_postFilterPlayPositions
SpellOverwatch	Spell	app/sdk/spells/spellOverwatch.coffee	getPrivateDefaults;getDescription;createCardData;onCreatedToHide
SpellPandaJail	SpellSpawnEntity	app/sdk/spells/spellPandaJail.coffee	getCardDataOrIndexToSpawn;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellPermafrostShield	SpellApplyModifiers	app/sdk/spells/spellPermafrostShield.coffee	onApplyEffectToBoardTile
SpellPsychicConduit	SpellApplyModifiers	app/sdk/spells/spellPsychicConduit.coffee	onApplyEffectToBoardTile;_postFilterPlayPositions
SpellRally	Spell	app/sdk/spells/spellRally.coffee	_findApplyEffectPositions;onApplyEffectToBoardTile
SpellRashasCurse	Spell	app/sdk/spells/spellRashasCurse.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellRashasCurseFollowup	SpellSpawnEntity	app/sdk/spells/spellRashasCurseFollowup.coffee	getValidTargetPositions;onApplyEffectToBoardTile
SpellRazorSkin	SpellApplyModifiers	app/sdk/spells/spellRazorSkin.coffee	onApplyOneEffectToBoard
SpellRefreshExhaustion	Spell	app/sdk/spells/spellRefreshExhaustion.coffee	onApplyEffectToBoardTile
SpellRefreshFriendlyRanged	SpellRefreshExhaustion	app/sdk/spells/spellRefreshFriendlyRanged.coffee	_postFilterApplyPositions
SpellReggplicate	SpellSpawnEntity	app/sdk/spells/spellReggplicate.coffee	onApplyEffectToBoardTile
SpellRemoveAndReplaceEntity	SpellApplyEntityToBoard	app/sdk/spells/spellRemoveAndReplaceEntity.coffee	onApplyEffectToBoardTile;getRemovePosition;getCardDataOrIndexToSpawn;getSpawnAction;getEntityToSpawn;_postFilterPlayPositions
SpellRemoveArtifacts	Spell	app/sdk/spells/spellRemoveArtifacts.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellRemoveTarget	Spell	app/sdk/spells/spellRemoveTarget.coffee	onApplyEffectToBoardTile
SpellRemoveTargetSpawnEntity	SpellRemoveTarget	app/sdk/spells/spellRemoveTargetSpawnEntity.coffee	onApplyEffectToBoardTile
SpellRequireUnoccupiedFriendlyCreep	Spell	app/sdk/spells/spellRequireUnoccupiedFriendlyCreep.coffee	_postFilterPlayPositions
SpellResilience	Spell	app/sdk/spells/spellResilience.coffee	onApplyEffectToBoardTile
SpellRestoreMana	Spell	app/sdk/spells/spellRestoreMana.coffee	onApplyEffectToBoardTile
SpellRestoringLight	Spell	app/sdk/spells/spellRestoringLight.coffee	onApplyEffectToBoardTile;setNumModifiersToApply;getNumModifiersToApply;getAppliedTargetModifiersContextObjects
SpellRiddle	Spell	app/sdk/spells/spellRiddle.coffee	getPrivateDefaults;onApplyEffectToBoardTile
SpellRiteOfTheUndervault	Spell	app/sdk/spells/spellRiteOfTheUndervault.coffee	onApplyOneEffectToBoard
SpellSacrificeBBS	SpellKillTarget	app/sdk/spells/spellSacrificeBBS.coffee	onApplyEffectToBoardTile
SpellSaurianFinality	Spell	app/sdk/spells/spellSaurianFinality.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellScionsSecondWish	Spell	app/sdk/spells/spellScionsSecondWish.coffee	onApplyEffectToBoardTile
SpellOverload	Spell	app/sdk/spells/spellSeekingEye.coffee	onApplyOneEffectToBoard
SpellSetHealthEqualToAttack	Spell	app/sdk/spells/spellSetHealthEqualToAttack.coffee	onApplyEffectToBoardTile
SpellShadowWaltz	SpellApplyModifiersToUnitsInHand	app/sdk/spells/spellShadowWaltz.coffee	getCardsAffected
SpellShadows	SpellSpawnEntity	app/sdk/spells/spellShadows.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellShadowspawn	SpellSpawnEntity	app/sdk/spells/spellShadowspawn.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets;_postFilterPlayPositions
SpellSilence	Spell	app/sdk/spells/spellSilence.coffee	onApplyEffectToBoardTile;_getEntitiesForFilter
SpellSilenceAndSpawnEntityNearby	SpellSpawnEntityRandomlyAroundTarget	app/sdk/spells/spellSilenceAndSpawnEntityNearby.coffee	onApplyEffectToBoardTile
SpellSkyBurial	SpellKillTarget	app/sdk/spells/spellSkyBurial.coffee	_postFilterPlayPositions
SpellSpawnEntitiesOnEdgeSpaces	SpellSpawnEntity	app/sdk/spells/spellSpawnEntitiesOnEdgeSpaces.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellSpawnEntitiesOnGeneralsDiagonals	SpellSpawnEntity	app/sdk/spells/spellSpawnEntitiesOnGeneralsDiagonals.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellSpawnEntity	SpellApplyEntityToBoard	app/sdk/spells/spellSpawnEntity.coffee	getPrivateDefaults;onApplyEffectToBoardTile;getCardDataOrIndexToSpawn;getSpawnAction;getEntityToSpawn
SpellSpawnEntityAndApplyPlayerModifiers	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityAndApplyPlayerModifiers.coffee	onApplyEffectToBoardTile
SpellSpawnEntityInFrontOfGeneral	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityInFrontOfGeneral.coffee	_findApplyEffectPositions;_postFilterPlayPositions
SpellSpawnEntityNearbyGeneral	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityNearbyGeneral.coffee	_getPrefilteredValidTargetPositions
SpellSpawnEntityOnShadowCreep	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityOnShadowCreep.coffee	_findApplyEffectPositions
SpellSpawnEntityRandomlyAroundTarget	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityRandomlyAroundTarget.coffee	_findApplyEffectPositions;_postFilterPlayPositions
SpellSpawnNeutralEntity	SpellSpawnEntity	app/sdk/spells/spellSpawnNeutralEntity.coffee	getEntityToSpawn;getSpawnAction
SpellSpawnTilesInCenterColumn	SpellSpawnEntity	app/sdk/spells/spellSpawnTilesInCenterColumn.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellSpiralCounter	SpellDamage	app/sdk/spells/spellSpiralCounter.coffee	_filterPlayPositions
SpellSpiritAnimalBlessing	SpellRefreshExhaustion	app/sdk/spells/spellSpiritAnimalBlessing.coffee	_postFilterApplyPositions
SpellStarsFury	SpellSpawnEntity	app/sdk/spells/spellStarsFury.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellStunAndDamage	SpellApplyModifiers	app/sdk/spells/spellStunAndDamage.coffee	onApplyEffectToBoardTile
SpellSummonDeadMinionOnHallowedGround	SpellSpawnEntity	app/sdk/spells/spellSummonDeadMinionOnHallowedGround.coffee	getPrivateDefaults;getDeadUnits;onApplyEffectToBoardTile;_postFilterPlayPositions
SpellSummonHighestCostMinion	SpellSpawnEntity	app/sdk/spells/spellSummonHighestCostMinion.coffee	onApplyEffectToBoardTile
SpellSummonHusks	SpellKillTarget	app/sdk/spells/spellSummonHusks.coffee	onApplyEffectToBoardTile
SpellSummoningStones	Spell	app/sdk/spells/spellSummoningStones.coffee	onApplyOneEffectToBoard
SpellSunstrike	Spell	app/sdk/spells/spellSunstrike.coffee	onApplyEffectToBoardTile
SpellSwapStats	Spell	app/sdk/spells/spellSwapStats.coffee	onApplyEffectToBoardTile
SpellSwordsBBS	Spell	app/sdk/spells/spellSwordsBBS.coffee	onApplyOneEffectToBoard
SpellRainOfSpikes	Spell	app/sdk/spells/spellTectonicSpikes.coffee	onApplyOneEffectToBoard
SpellTeleportGeneralBehindEnemy	Spell	app/sdk/spells/spellTeleportGeneralBehindEnemy.coffee	onApplyEffectToBoardTile;_filterPlayPositions
SpellTempTransform	SpellRemoveAndReplaceEntity	app/sdk/spells/spellTempTransform.coffee	getCardDataOrIndexToSpawn
SpellThoughtExchange	Spell	app/sdk/spells/spellThoughtExchange.coffee	onApplyEffectToBoardTile
SpellThunderbomb	SpellDamage	app/sdk/spells/spellThunderbomb.coffee	onApplyEffectToBoardTile
SpellTickleTendril	Spell	app/sdk/spells/spellTickleTendril.coffee	onApplyEffectToBoardTile
SpellTimeMaelstrom	SpellRefreshExhaustion	app/sdk/spells/spellTimeMaelstrom.coffee	_postFilterApplyPositions
SpellTogetherness	Spell	app/sdk/spells/spellTogetherness.coffee	onApplyOneEffectToBoard
SpellToothAndTrial	SpellSilence	app/sdk/spells/spellToothAndTrial.coffee	getPrivateDefaults;onApplyEffectToBoardTile
SpellTransformSameManaCost	Spell	app/sdk/spells/spellTransformSameManaCost.coffee	onApplyEffectToBoardTile
SpellTwinStrike	SpellDamage	app/sdk/spells/spellTwinStrike.coffee	onApplyOneEffectToBoard;_findApplyEffectPositions;_filterPlayPositions
SpellTwoForMe	Spell	app/sdk/spells/spellTwoForMe.coffee	onApplyOneEffectToBoard
SpellUpperHand	Spell	app/sdk/spells/spellUpperHand.coffee	onApplyEffectToBoardTile
SpellVaathsSpirit	SpellApplyModifiers	app/sdk/spells/spellVaathsSpirit.coffee	onApplyEffectToBoardTile
SpellVeilOfUnraveling	SpellDamage	app/sdk/spells/spellVeilOfUnraveling.coffee	onApplyEffectToBoardTile;destroyShadowCreepAndSetSpellDamage
SpellSoulclamp	Spell	app/sdk/spells/spellVellumscry.coffee	onApplyEffectToBoardTile
SpellVespyricCall	Spell	app/sdk/spells/spellVespyricCall.coffee	onApplyEffectToBoardTile
SpellVoidPulse	Spell	app/sdk/spells/spellVoidPulse.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellVoidSteal	SpellApplyModifiers	app/sdk/spells/spellVoidSteal.coffee	onApplyEffectToBoardTile
SpellWailingOverdrive	SpellApplyModifiers	app/sdk/spells/spellWailingOverdrive.coffee	_postFilterPlayPositions;getIsInfiltratedPosition
SpellWarbird	SpellDamage	app/sdk/spells/spellWarbird.coffee	_findApplyEffectPositions
SpellWhisperOfTheSands	Spell	app/sdk/spells/spellWhisperOfTheSands.coffee	onApplyOneEffectToBoard;isObelysk
SpellWindShroud	SpellSpawnEntity	app/sdk/spells/spellWindShroud.coffee	_findApplyEffectPositions;_postFilterPlayPositions
SpellWintersWake	SpellApplyModifiers	app/sdk/spells/spellWintersWake.coffee	onApplyEffectToBoardTile;_filterApplyPositions
SpellWraithstorm	SpellKillTargetSpawnEntity	app/sdk/spells/spellWraithstorm.coffee	_postFilterApplyPositions
SpellWrathOfGod	SpellKillTarget	app/sdk/spells/spellWrathOfGod.coffee	_findApplyEffectPositions;onApplyEffectToBoardTile;getAppliesSameEffectToMultipleTargets
SpellYellRealLoud	SpellApplyModifiers	app/sdk/spells/spellYellRealLoud.coffee	onApplyEffectToBoardTile
SpellZodiacTriad	Spell	app/sdk/spells/spellZodiacTriad.coffee	onApplyOneEffectToBoard
Step	SDKObject	app/sdk/step.coffee	constructor;getPrivateDefaults;getPlayerId;isFirstTime;addSignature;setIndex;getIndex;setParentStep;getParentStepIndex;getParentStep;setChildStep;getChildStepIndex;getChildStep;setAction;getAction;setIncludedRandomness;getIncludedRandomness;setTransmitted;getTransmitted;deserialize
Validator		app/sdk/validators/validator.coffee	constructor;onEvent;getGameSession;getType;invalidateAction;_onTerminate;onValidateAction
ValidatorApplyCardToBoard	Validator	app/sdk/validators/validatorApplyCardToBoard.coffee	onValidateAction
ValidatorEntityAction	Validator	app/sdk/validators/validatorEntityAction.coffee	onValidateAction
ValidatorExecuteExplicitAction	Validator	app/sdk/validators/validatorExecuteExplicitAction.coffee	onValidateAction
ValidatorFollowup	Validator	app/sdk/validators/validatorFollowup.coffee	constructor;onEvent;getCardWaitingForFollowups;getHasCardsWithFollowup;getActionClearsFollowups;clearCardsWithFollowup;pushCardWithFollowup;popCardWaitingForFollowups;onModifyActionForValidation;onValidateAction;onAddedActionToQueue
