namespace	key	value_en	has_params
modifiers	faction_6_artifact_coldbiter_1	At the end of your turn, your General deals 2 damage to each enemy minion around it.	false
modifiers	faction_6_artifact_winterblade_1	Enemy minions damaged by your General are Stunned	false
modifiers	faction_6_artifact_winterblade_2	it is STUNNED	false
modifiers	faction_6_artifact_white_asp_1	a 3/3 Blazing Spine Wall	false
modifiers	faction_6_artifact_white_asp_2	Whenever your General destroys a minion, summon a 3/3 Blazing Spine Wall on that space.	false
modifiers	faction_6_artifact_animus_plate_1	Animus Surge	false
modifiers	neutral_owlbeast_sage_modifier	Arcanyst Fortitude	false
modifiers	neutral_primus_fist_modifier_2	Fist of the Primus	false
modifiers	neutral_dark_nemesis_modifier	Siphon Power	false
modifiers	neutral_mirkblood_devourer_modifier	Mirkblood Aid	false
modifiers	neutral_azure_horn_shaman_modifier	Shaman's Sacrifice	false
modifiers	neutral_first_sword_of_akrane_modifier	Might of Akrane	false
modifiers	neutral_lady_locke_modifier	Lockedown	false
modifiers	neutral_songweaver_modifier_2	Songwoven	false
modifiers	neutral_sand_sister_modifier	Might of the Sands	false
modifiers	neutral_wind_sister_modifier	Wind's Fortitude	false
modifiers	neutral_wind_runner_modifier	Wind's Strength	false
modifiers	neutral_sun_elemental_modifier	Vitamin D	false
modifiers	neutral_wings_of_paradise_modifier	Divine Winds	false
modifiers	neutral_arrow_whistler_modifier	Arrow's Might	false
modifiers	neutral_golden_justicar_modifier	Reach of Justice	false
modifiers	neutral_golden_justicar_modifier_2	May move 2 additional spaces	false
modifiers	neutral_skywing_modifier	Skywing's Support	false
modifiers	neutral_bastion_modifier	Bastion's Fortitude	false
modifiers	neutral_shiro_puppydragon_modifier	Puppydragon Power!	false
modifiers	neutral_ruby_rifter_modifier	Heavy Rifter	false
modifiers	neutral_feralu_modifier	Tribal Might	false
modifiers	neutral_boulder_breacher_modifier	BREACHED!	false
modifiers	neutral_boulder_breacher_modifier_2	Can't counterattack this turn.	false
modifiers	neutral_lesson_of_courage_modifier	Heart of Flame	false
modifiers	neutral_project_omega_1	Collective Strength	false
modifiers	neutral_redsteel_minos_1	Brute Strength	false
modifiers	neutral_impervious_giago_1	Go Giago, Go!	false
modifiers	neutral_forge_artifact_1	Primal Surge	false
modifiers	boss_5_applied_name	Zendo's Faithful	false
modifiers	boss_5_applied_desc	Zendo cannot be damaged while this minion lives.	false
modifiers	boss_6_applied_name	D3cepticle's Limb	false
modifiers	boss_22_applied_name	Crystalline Sacrifice	false
modifiers	boss_24_applied_name_1	Skurge's Eye	false
modifiers	boss_24_applied_name_2	Sibling's Bond	false
modifiers	boss_25_applied_name	Shadow Lord's Guile	false
modifiers	boss_30_applied_name	Warrior's Spirit	false
modifiers	boss_33_applied_name	Legion's Agility	false
modifiers	boss_33_applied_name_2	Legion's Strength	false
modifiers	boss_36_applied_name	Unending Hunger	false
modifiers	boss_37_applied_name	Soul Vessel	false
modifiers	boss_37_applied_desc	Soulstealer's spirit can transfer to this when it dies	false
modifiers	building_text	Builds into {{unit_name}} (this ability cannot be dispelled)	true
modifiers	building_counter_applied_name	Building	false
modifiers	building_counter_applied_desc	Turns Until Complete: {{turns_until_complete}}	true
modifiers	mechazor_counter_applied_name	MECHAZ0R Progress	false
modifiers	mechazor_counter_applied_desc	MECHAZ0R at {{percent_complete}}% complete	true
modifiers	shadowcreep_counter_applied_name	Stacking Shadows	false
modifiers	shadowcreep_counter_applied_desc	Shadow Creep Tiles: {{tile_count}}	true
modifiers	forged_artifact_lyonar	Your General gains +{{numericValue}} Attack. Whenever your General takes damage, restore {{numericValue}} Health to them	true
modifiers	forged_artifact_songhai	Your General gains +{{numericValue}} Attack. Whenever your General attacks or counterattacks, deal {{numericValue}} damage to a random enemy	true
modifiers	forged_artifact_vetruvian	Your General gains +{{numericValue}} Attack. Whenever your General attacks, summon {{numericValue}} destroyed friendly minions on random spaces	true
modifiers	forged_artifact_abyssian	Your General gains +{{numericValue}} Attack. Whenever your General attacks a minion, they steal {{numericValue}} Health from the enemy General	true
modifiers	forged_artifact_magmar	Your General gains +{{numericValue}} Attack. Whenever your General deals damage, friendly minions gain +{{numericValue}}/+{{numericValue}}	true
modifiers	forged_artifact_vanar	Your General gains +{{numericValue}} Attack. Whenever your General attacks, summon {{numericValue}} Vespyr Night Howlers nearby	true
modifiers	forged_artifact_neutral	Your General gains +{{numericValue}} Attack.	true
modifiers	intensify_counter_applied_name	Intensified	false
modifiers	intensify_counter_applied_desc	Effect boosted by: {{intensify_effect_level}}x	true
modifiers	sentinel_watchful	This minion is watching you!	false
modifiers	sentinel_general_attack	When your opponent attacks with their General, this minion reveals its true form.	false
modifiers	sentinel_spell_cast	When your opponent casts a spell, this minion reveals its true form.	false
modifiers	sentinel_summon	When your opponent summons a minion on their turn, this minion reveals its true form.	false
modifiers	deathwatch_buff_applied_name	Gathering Shadow	false
modifiers	bound_name	Bound	false
modifiers	bound_desc	Cannot be replaced.	false
modifiers	cannot_replace_error	You can't replace that!	false
modifiers	frostfire_chest_name	Frostfire Chest	false
modifiers	frostfire_chest_desc	Collect this and get a gift. But don't be greedy...	false
modifiers	lyonarquest_counter_applied_name	Trial of Lyonar	false
modifiers	lyonarquest_counter_applied_desc	Minions Summoned: {{summon_count}}/12	true
modifiers	songhaiquest_counter_applied_name	Trial of Songhai	false
modifiers	songhaiquest_counter_applied_desc	Minions Summoned: {{summon_count}}/7 Costs Summoned: {{manacost_list}}	true
modifiers	abyssianquest_counter_applied_name	Trial of Abyssian	false
modifiers	abyssianquest_counter_applied_desc	Spells Cast: {{spell_count}}/6	true
modifiers	vetruvianquest_counter_applied_name	Trial of Vetruvian	false
modifiers	vetruvianquest_counter_applied_desc	Trial Incomplete	false
modifiers	magmarquest_counter_applied_name	Trial of Magmar	false
modifiers	magmarquest_counter_applied_desc	Spells Cast: {{spell_count}}/7	true
modifiers	vanarquest_counter_applied_name	Trial of Vanar	false
modifiers	vanarquest_counter_applied_desc	Tokens: {{token_count}}/5	true
modifiers	neutralquest_counter_applied_name	Trial of Mythron	false
modifiers	neutralquest_counter_applied_desc	Trial Incomplete	false
modifiers	quest_completed_applied_desc	Trial Completed	false
mystery_crates	crate_type_label	{{crate_type}} Crate	true
mystery_crates	mystery_crate_label	Mystery Crate	false
mystery_crates	mystery_crate_name_plural	Mystery Crates	false
mystery_crates	mystery_crate_screen_instructions	Select a crate to get started	false
mystery_crates	unlock_button_label	Unlock	false
mystery_crates	continue_button_label	Open	false
mystery_crates	buy_button_label	Buy	false
mystery_crates	get_keys_label	Get Keys	false
mystery_crates	no_crates_of_type_warning	You don't have any {{crate_type}} Crates!	true
mystery_crates	key_count_label	You have {{count}} {{crate_type}} Key	true
mystery_crates	key_count_label_plural	You have {{count}} {{crate_type}} Keys	true
mystery_crates	gift_crate_adjective	Gift	false
mystery_crates	boss_crate_adjective	Boss	false
mystery_crates	crate_expires_in_label	expires in	false
mystery_crates	frostfire_adjective	Frostfire	false
mystery_crates	frostfire_promo_text	1 Core Set Orb, Spirit,	false
mystery_crates	frostfire_promo_text2	and a Frostfire cosmetic!	false
mystery_crates	frostfire_premium_adjective	Premium Frostfire	false
mystery_crates	frostfire_premium_promo_text	2 Immortal Orbs, Spirit,	false
mystery_crates	frostfire_premium_promo_text2	and a Frostfire cosmetic!	false
new_player_experience	highlight_practice_game_popover	Practice Game Here	false
new_player_experience	highlight_more_practice_games_popover	Play more Practice Games	false
new_player_experience	highlight_ladder_popover	Play Season Ladder Game	false
new_player_experience	highlight_solo_challenge_popover	Play Solo Challenges	false
new_player_experience	play_mode_unlock_message	Complete Starter Quests to unlock.	false
new_player_experience	play_mode_gauntlet_unlock_message	Reach Level 10 with any Faction to unlock.	false
new_player_experience	play_mode_unlock_game_count_message	Play {{game_count}} more Season Games to unlock.	true
new_player_experience	highlight_open_spirit_orbs_popover	Open Spirit Orbs to unlock new cards for your Collection.	false
new_player_experience	new_quests_popover	New Quests	false
new_player_experience	buy_spirit_orb	Get Spirit Orb	false
new_player_experience	new_shop_special_available_popover	New Special	false
new_player_experience	faction_unlocked_title	Faction Unlocked	false
new_player_experience	faction_cards_unlocked_progress_label	{{card_count}} cards unlocked	true
new_player_experience	bloodborn_message	This is your [Bloodbound Spell]. It refreshes on your next turn.	false
new_player_experience	bloodborn_message_plural	This is your [Bloodbound Spell]. It refreshes in {{count}} turns.	true
profile	category_summary_label	Summary	false
profile	category_faction_levels_label	Faction Levels	false
profile	category_rank_history_label	Rank History	false
profile	category_match_history_label	Match History	false
profile	category_rift_label	Rift	false
profile	summary_current_rank	Current Rank	false
profile	summary_current_win_streak	Current Win Streak	false
profile	summary_current_ranked_wins	Ranked Wins	false
profile	summary_top_rank	Top Rank	false
profile	summary_top_win_streak	Top Win Streak	false
profile	summary_total_ranked_wins	Total Ranked Wins	false
profile	summary_gauntlet	Best Gauntlet Run	false
profile	summary_gauntlet_total_wins	Total Gauntlet Wins	false
profile	summary_battle_ribbons_label	Battle Ribbons	false
profile	match_history_game_type	game type	false
profile	match_history_win_loss	win/loss	false
profile	match_history_duration	time	false
profile	match_history_replay	replay	false
profile	match_history_next_page	next	false
profile	share_replay_title	Share Replay	false
profile	share_replay_message	Send this link to anyone:	false
profile	share_replay_button_label	COPY TO CLIPBOARD	false
profile	change_username_title	Change Username	false
profile	change_username_free_message	You can change your username only <strong>once per month</strong>, and your FIRST username change is FREE. Changing your username afterwards will cost 100 Gold.	false
profile	change_username_message	You can change your username only <strong>once per month</strong>, and will cost 100 Gold.	false
profile	username_placeholder	New Username	false
profile	change_username_max_per_month_error	You have already changed your username the maximum allowed times this month.	false
profile	change_username_success	Your username has been updated!	false
profile	change_avatar	Change Avatar	false
profile	click_to_unlock	Click to unlock.	false
profile	percent_off	{{discount}}% Off!	true
profile	avatar_update_success_msg	Your avatar has been updated!	false
profile	season_played_label	Played for {{season_count}} seasons.	true
quests	quest_log_title	Daily Quests	false
quests	first_win_of_the_day_active	First Win of the Day (+{{first_win_gold_amount}} Gold): ACTIVE	true
quests	first_win_of_the_day_available_in	First win of the day available in:	false
quests	replace_quest_instructions	You can replace each quest once per day.	false
quests	quest_rollover_instructions	New Quests in: {{time_until_quests}}	true
quests	quest_log_empty	You have completed all of your quests. Check back tomorrow!	false
quests	daily_free_card_label	Daily Free Card	false
quests	claim_your_free_card_label	Claim your free card of the day	false
quests	quest_beginner_win_practice_games_title	Win {{count}} Practice Game	true
quests	quest_beginner_win_practice_games_title_plural	Win {{count}} Practice Games	true
quests	quest_beginner_win_practice_games_description	Win {{count}} practice game.	true
quests	quest_beginner_win_practice_games_description_plural	Win {{count}} practice games.	true
quests	quest_beginner_win_ladder_game_title	Into the Fray	false
quests	quest_beginner_win_ladder_game_desc	Win {{count}} Season Ladder Game.	true
quests	quest_beginner_faction_up_title	Faction Up	false
quests	quest_beginner_faction_up_desc	Get any Faction to Level 10.	false
quests	quest_beginner_complete_solo_challenges_title	Lone Wolf	false
quests	quest_beginner_complete_solo_challenges_desc	Complete {{count}} Solo Challenges.	true
quests	replace_button_label	Replace	false
quests	replace_button_starter_label	Starter	false
quests	daily_challenge_title	Daily Challenge	false
quests	daily_challenge_instructions	Complete the Daily Challenge	false
quests	daily_challenge_play_button_label	Play	false
quests	quest_faction_games_title	{{faction_name}} Challenger	true
quests	quest_faction_games_desc	Play {{count}} online games with a {{faction}} Deck	true
quests	quest_faction_abyss_games_desc	Play {{count}} online games with an {{faction}} Deck	true
quests	quest_adventurer_title	Adventurer	false
quests	quest_adventurer_desc	Play {{count}} games.	true
quests	quest_ultimate_aggressor_title	Ultimate Aggressor	false
quests	quest_ultimate_aggressor_desc	Deal {{count}} Damage to enemy Generals.	true
quests	quest_assassin_title	Assassin	false
quests	quest_assassin_desc	Destroy {{count}} enemy minions.	true
quests	quest_welcome_back_title	Welcome Back!	false
quests	quest_welcome_back_desc	Play {{count}} Games	true
quests	monthly_quest_title	Monthly Quest	false
quests	monthly_quest_desc	Complete {{count}} quests.	true
races	golem	Golem	false
races	arcanyst	Arcanyst	false
races	dervish	Dervish	false
races	mech	Mech	false
races	vespyr	Vespyr	false
